id,description,host_id,host_name,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,latitude,longitude,room_type,bathrooms,bathrooms_text,amenities,price,number_of_reviews
25276391,"A beautiful studio with private bathroom and cooking facilities. The studio is located on the ground floor within walking distance of all the hotspots in the Hague. Public transport to Amsterdam, Delft, Scheveningen and Kijkduin just around the corner. In the weekend from Friday 5 pm till Monday morning 9 o’clock free parking. Shopping, Musea, Beach and National park close by.<br /><br /><b>The space</b><br />Unique studio is located on the ground floor with private bathroom, toilet and a beautiful fully equipped open kitchen. A double bed via fairly steep stairs on a cozy mezzanine ( 1,85 m ) Steep stairs less suitable for immobile guests. The studio is an independent part of a inhabited mansion the main entrance is shared with the owner.<br /><br /><b>Guest access</b><br />Gasten hebben uitsluitend toegang tot de studio met de omschreven faciliteiten.<br /><br /><b>Other things to note</b><br />Later of vroeger  inchecken is mogelijk op aanvraag.<br /><br /><b>License number</b><br /",55516136,Dorine,100%,100%,"['email', 'phone']",Willemspark,52.08715,4.30223,Private room,,1 private bath,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Cable TV"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Fast wifi \u2013 98 Mbps"", ""Iron"", ""Paid parking off premises"", ""Stove"", ""Cleaning products"", ""Lock on bedroom door"", ""Wine glasses"", ""Coffee maker"", ""Hair dryer"", ""Freezer"", ""Bed linens"", ""First aid kit"", ""Shampoo"", ""Hot water kettle"", ""Host greets you"", ""TV with standard cable"", ""Toaster"", ""Carbon monoxide alarm"", ""Hangers"", ""Conditioner""]",$96.00,106
25450866,"Charming specious room with single bed (quality matras) on the first floor. High ceiling with original details and sunny balcony with wide view on the channel. Conveniënt computer desk. Fridge in the room and use of microwave. Public transport is around the corner and brings you within minutes to Central Station, TU-Delft, Royal Academy of Art, European Patent Office, Peace Palace, Dutch Parliament, lively entertainment areas in Delft & The Hague and beaches in Kijkduin & Scheveningen.<br /><br /><b>The space</b><br />De room is very light and has a large balcony, where you can see boats passing by.<br /><br /><b>Other things to note</b><br />No alcohol or drugs on the room.",18578265,Judith & Carlo,100%,80%,"['email', 'phone', 'work_email']",Vlietzoom-West,52.0581,4.3445,Private room,,1 shared bath,"[""Hot water"", ""Bed linens"", ""First aid kit"", ""Shampoo"", ""Essentials"", ""Wifi"", ""Microwave"", ""Washer"", ""Heating"", ""Dishes and silverware"", ""Waterfront"", ""Refrigerator"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Hangers"", ""Dryer"", ""Extra pillows and blankets""]",$58.00,27
25545033,"Hello Travellers,<br /><br />We hereby offer our 2 bedroom apartment for rent. Located on the Gevers Deynootweg, you are only minutes away from the Popular Scheveningen beach. Within our street there are small shops, a gym, the movie theaters and the casino.<br /><br />The apartment is equipped with Wifi throughout the whole apartment. The kitchen comes equipped with oven and fridge.<br />Both bedroom have a double bed and wardrobe.<br /><br />This is an apartment in the souterrain!<br /><br />Pets are allowed against extra charges<br /><br /><b>Other things to note</b><br />Dear Guest,<br /><br />Please be informed that in Den Hague there is a tourist tax required of  €5,35 per person per night. The city tax has be paid at arrival.<br /><br />When you are coming with a pet always notify us when making a reservation. Pets are allowed against extra costs €17.50 per pet per night.<br /><br />Deposit of €150 has to be paid on arrival.<br /><br /><b>License number</b><br />Exempt",192734248,Danisse,83%,85%,"['email', 'phone']",Scheveningen Badplaats,52.11023,4.27775,Entire home/apt,,1 bath,"[""Hot water"", ""Kitchen"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Wifi"", ""Essentials"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Paid parking off premises"", ""Dryer"", ""Stove"", ""Washer"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Host greets you"", ""Backyard"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$197.00,12
25580222,"Flora is an attractive room of 13 m2 on the top floor at the frontside of the house, with a shared luxury bathroom, separate toilet and a private seat on the shared non-smoking roof terrace at the backside of the house. The room has a colorful décor with Dutch elements from different eras.  <br />The Flora room is equipped with a double bed.<br /><br /><b>The space</b><br />Roof terrace <br />This room has its own sitting area on the shared non-smoking roof terrace on the backside of the house. From the roof terrace you have a beautiful view over the roofs and the sunset. A wonderful place to sit outside on warm summer evenings and if the weather allows breakfast is served on the terrace. The other room, Sakura, also uses terrace and has its own sitting area. <br /> <br />Bathroom and toilet <br />The luxurious bathroom has a a walk-in shower, a bathtub and a double sink. The bathroom is shared with the other guest room. There is also a separate toilet in the hallway. Lovely towels and",9363383,Madelon,100%,92%,"['email', 'phone', 'work_email']",Valkenboskwartier,52.07693,4.27218,Private room,,1.5 shared baths,"[""Dedicated workspace"", ""Wifi"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Paid parking off premises"", ""Dryer"", ""Lock on bedroom door"", ""Washer"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Freezer"", ""Bed linens"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Host greets you"", ""Carbon monoxide alarm"", ""Long term stays allowed""]",$91.00,54
25622371,"In a small sailmakers warehouse  opposite of the Old Church in Scheveningen Village, you will find a nicely furnished loft, separate entrance, situated on the 1st floor, with access to a balcony and 80 m distance from the boulevard and beach.  Ease tram- and bus connection to the Hague Centre as well as World Forum . Both easy to go by bike as well. Bike rental around the corner.<br /><br /><b>The space</b><br />It is nicely furnished with a bit of an industrial look and feel,  a steel staircase to the mezzanine were you sleep, a kitchenette and a private balcony.<br /><br /><b>Guest access</b><br />Guests have access to the entire loft including bathroom and balcony . It is situated on the first floor.<br /><br /><b>Other things to note</b><br />We respect our neighbours privacy, therefore we kindly request you to do so as well. No music after 11 pm and no noise outside and or balcony after 10 pm<br /><br /><b>License number</b><br />0518 C62D 7022 3F67 B07A",14320418,Frederike,100%,67%,"['email', 'phone']",Scheveningen Badplaats,52.10636,4.27406,Entire home/apt,,1 bath,"[""Hot water"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Wifi"", ""Microwave"", ""Private entrance"", ""Heating"", ""Private patio or balcony"", ""Host greets you"", ""Smoke alarm"", ""Dishes and silverware"", ""TV"", ""Coffee maker"", ""Refrigerator"", ""Hair dryer"", ""Paid parking off premises"", ""Beachfront"", ""Hangers""]",$110.00,63
25648816,"Ik verhuur graag mijn fijne appartement wanneer ik zelf op vakantie ben!  Het appartement is pas verbouwd met een nieuwe keuken en geheel nieuw gemeubileerd. Het heeft één grote slaapkamer met een heerlijk twee persoonsbed, één kleine slaapkamer met een tweepersoons slaapbank, een eetkamer, woonkamer en een fijn balkon op de zon. De douche is ruim. Alles privé. Het huis ligt ook op 5 minuten afstand fietsen van het strand!<br /><br /><b>Guest access</b><br />Toegang tot alle kamers<br /><br /><b>License number</b><br />05186B1265F8A520FFF8",23447991,Manouk,,75%,"['email', 'phone']",Vruchtenbuurt,52.06543,4.25131,Entire home/apt,,1 bath,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Piano"", ""Bread maker"", ""Wifi"", ""Outdoor dining area"", ""Essentials"", ""Private patio or balcony"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Free street parking"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Freezer"", ""Record player"", ""First aid kit"", ""Outdoor furniture"", ""Single level home"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$139.00,26
25705321,"tiny beach house ""Casita"" ligt in de chique rustige Vogelwijk. De studio is vrijstaand met eigen ingang.  Ontbijt kan je halen aan de overkant. Nespresso en waterkoker aanwezig. Bij mooi weer ontbijt in de tuin.<br />Vanaf de stations is de Casita bereikbaar met bus 24 of tram 12.<br />Het Zuiderstrand is lopend(15 min.) of per fiets (5 min.)  bereikbaar. Kijkduin ligt op  3,5 km.   Scheveningen-haven is 5 min, de Boulevard 10 min. en het stadscentrum 15 min. fietsen. 2 fietsen zijn gratis beschikbaar.<br /><br /><b>The space</b><br />Casita is een vrijstaande studio met eigen ingang.  Deze ingang is meer dan 2 meter verwijderd van het hoofdhuis. Er is vloerverwarming en een plafondventilator voor verkoeling in de zomer.<br />Parkeren voor de deur is gratis.<br /><br /><b>Guest access</b><br />De studio ligt volledig vrijstaand en is daardoor een volledige prive ruimte voor de gasten.<br /><br /><b>Other things to note</b><br />Huisdieren meebrengen kan in overleg.<br />Hoewel katten n",193399569,Alexander,100%,100%,"['email', 'phone']",Vogelwijk,52.0823,4.26013,Private room,,1 private bath,"[""Hot water"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Diverse body soap"", ""Wifi"", ""Essentials"", ""Cable TV"", ""Private patio or balcony"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Free street parking"", ""Clothing storage: dresser"", ""Beach essentials"", ""Lock on bedroom door"", ""Private entrance"", ""Coffee maker"", ""Beachfront"", ""Bed linens"", ""First aid kit"", ""Shampoo"", ""Backyard"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers""]",$91.00,133
25708268,"Welcome to our studio directly behind the marina in Scheveningen. Private entrance with sunny garden. Upon arrival, a sweet baking is waiting for you, prepared by hostess Annemarie (winner of the The Great Dutch Bake-off 2016). No breakfast, but  a complete kitchen to cook. Many nice restaurants 50 meters away. Dunes and the beach within walking distance.<br /><br />The price does not include tourist tax of € 4.45 per person per night (to be paid in cash or per bank card upon arrival)<br /><br /><b>The space</b><br />For decades, the studio was a carpenter's workshop within our family. Several photographs and accessories in space remind us of this former destination.<br /><br /><b>Guest access</b><br />It is a studio with a private entrance and a (shielded) garden that is completely accessible to the guests.<br /><br /><b>Other things to note</b><br />We live next to the studio ourselves. Our children regularly play in our adjacent garden.<br /><br /><b>License number</b><br />Exempt",193394804,Annemarie & Michiel,100%,97%,"['email', 'phone']",Vissershaven,52.09502,4.26713,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Waterfront"", ""Crib"", ""Cooking basics"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Long term stays allowed"", ""Essentials"", ""Private patio or balcony"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Free street parking"", ""Free parking on premises"", ""Stove"", ""Lockbox"", ""Private entrance"", ""Wine glasses"", ""Changing table"", ""Coffee maker"", ""Hair dryer"", ""Freezer"", ""Private fenced garden or backyard"", ""Beachfront"", ""High chair"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Shower gel"", ""Board games"", ""Body soap"", ""Outdoor furniture"", ""Single level home"", ""Carbon monoxide alarm"", ""Portable fans"", ""Dining table"", ""Hangers"", ""Conditioner"", ""Children\u2019s books and toys""]",$103.00,263
25932089,"Lovely new appartement in nice neighbourhood. <br />On ground  level with secluded garden. <br /><br />Family friendly! I can provide a baby bed, high chair etc to make your stay easy. But if not needed, it won’t be there.<br /><br />Great neighbourhood with lots of restaurants. <br />10 mins to The beach by tram, 15 min bike ride. <br />Close to peace palace and royal palace Noordeinde. <br />1 min from tram and lightrail. 10 mins to the harbour/ beach by tram or bike ride. 10 mins by tram to centraal station. 20 min walk.<br /><br /><b>The space</b><br />Great neighbourhood in city centre. <br />Very close to shops and restaurants. 50 metres to nice square  with good restaurants and great terrace bars on the sunny square. 1 min walk to tram (nr 16 to the harbour) lightrail (nr 3) and bus (nr 24) stop.<br /><br /><b>Guest access</b><br />Own entrance on ground floor.<br /><br /><b>Other things to note</b><br />There are three very friendly cats in our house but if you close outside do",141910402,Guine,100%,100%,"['email', 'phone']",Zeeheldenkwartier,52.08292,4.29519,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Building staff"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Piano"", ""Marseillais body soap"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Microwave"", ""Essentials"", ""Cable TV"", ""Oven"", ""Nespresso machine"", ""Outdoor dining area"", ""Private patio or balcony"", ""Long term stays allowed"", ""Smoke alarm"", ""Pocket wifi"", ""Laundromat nearby"", ""Paid street parking off premises"", ""Children\u2019s dinnerware"", ""Cleaning products"", ""Private entrance"", ""Wine glasses"", ""Siemens refrigerator"", ""Coffee maker"", ""Hair dryer"", ""Private fenced garden or backyard"", ""High chair"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Siemens induction stove"", ""Hot water kettle"", ""Barbecue utensils"", ""Shower gel"", ""Board games"", ""Baking sheet"", ""Outdoor furniture"", ""TV with standard cable"", ""Toaster"", ""Single level home"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Dining table"", ""Hangers"", ""JBL Bluetooth sound system"", ""Children\u2019s books and toys"", ""Central heating""]",$180.00,18
26021633,Een gezellig appartement grenzend aan een villa in Wassenaar zuid. <br />Dichtbij de stad en het strand. Museum Voorlinden is  5 min fietsen hier vandaan en voor golfers ligt de Koninklijke Haagsche Golf en Country Club om de hoek.<br /><br /><b>Other things to note</b><br />Winkels zijn niet op loopafstand van het appartement.<br />Het is dus handig om eventueel vantevoren wat boodschappen te doen.<br />De dichtstbijzijnde supermarkt is 5 min met de auto.<br /><br />Wil je fietsen huren? Ga naar: http://fietsverhuurdenhaag.nl/<br />of dicht bij Den Haag Centraal Station: www.devroomebikes.nl/,111013472,Riana,100%,98%,"['email', 'phone']",Marlot,52.11506,4.3675,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Crib"", ""Cooking basics"", ""Room-darkening shades"", ""Wifi"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Oven"", ""Nespresso machine"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Free street parking"", ""Stove"", ""Cleaning products"", ""Private entrance"", ""Wine glasses"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Hangers"", ""Bed linens"", ""Clothing storage: dresser and wardrobe"", ""Shampoo"", ""Hot water kettle"", ""Host greets you"", ""Shower gel"", ""Baking sheet"", ""Body soap"", ""Backyard"", ""Toaster"", ""Carbon monoxide alarm"", ""Dining table"", ""Baby bath"", ""Indoor fireplace"", ""Mini fridge""]",$110.00,123
26059362,"Mooie grote zolderkamer met bureau, kleine zithoek, TV, internet en wifi, tweepersoons bed. Kleine vliering waar een eenpersoons matras mogelijk is. Naast de kamer een wasruimte met wastafel, wasmachine en droger. <br />Toilet en douche op de eerste verdieping.<br />Bus naar Delft naast het huis. Tram 15 naar Den Haag op 12 min lopen, metro naar Rotterdam op 20 min lopen.<br />Gratis parkeren naast ons huis.<br />Prijs is excl. toeristenbelasting. 2,25 euro ppn.<br /><br /><b>The space</b><br />Grote zolderkamer met gezellig zitje. Er is een gedeeltelijke vliering waar een extra matras geplaatst kan worden.<br /><br /><b>Guest access</b><br />Kleine tuin aan voorzijde van het huis (op het zuiden) met een zitje. De keuken en woonkamer (waar wij roken) zijn privé .<br /><br /><b>Other things to note</b><br />Trappen naar de zolder op 2e etage.",39781902,George & Ingrid,100%,65%,"['email', 'phone']",De Bras,52.03882,4.39953,Private room,,1.5 shared baths,"[""Hot water"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Wifi"", ""Essentials"", ""Cable TV"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Pour-over coffee"", ""Iron"", ""Free street parking"", ""Dryer"", ""Cleaning products"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Shampoo"", ""Shower gel"", ""Body soap"", ""Backyard"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers"", ""Mini fridge""]",$37.00,31
26090158,"Welcome to Benoordenhout, where this 145m2 large apartment  has it all. This 3-bedroom, large place is ideal for families or small groups seeking quiet and peace. It has a large living room and large roofterrace. Every room a balcony. Enjoy the sun.<br />With tv, internet, a fully equipped kitchen and laundryroom. It’s a joy to stay in this typical Dutch square. Ideally located, minutes from the city centre, beach, parcs and central station. Due to local regulation max 4 persons. Beware of cat.<br /><br /><b>The space</b><br />The house is  minutes away from the Citycentre, with its great squares, musea and historical sites,  Scheveningen beach and the Central Station. Hoytemaplein, just around the corner, offers 60 specialty shops and restaurants. Parc Clingendael is a 5 minute walk, with large playgrounds and grasfields. It is a 30-minute drive to Schiphol International Airport.<br /><br /><b>Guest access</b><br />Acces to large roofterrace (8 x 8 mtrs) with couches<br /><br /><b>Oth",8482384,Renze,100%,100%,"['email', 'phone', 'work_email']",Uilennest,52.09553,4.3272,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""BBQ grill"", ""Fast wifi \u2013 65 Mbps"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Fireplace guards"", ""Microwave"", ""Bathtub"", ""Essentials"", ""Cable TV"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Free street parking"", ""Dryer"", ""Stove"", ""Washer"", ""Private entrance"", ""Coffee maker"", ""Hair dryer"", ""Hangers"", ""Private gym in building"", ""Patio or balcony"", ""Bed linens"", ""First aid kit"", ""Shampoo"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Cleaning before checkout"", ""Indoor fireplace"", ""Children\u2019s books and toys""]",$85.00,54
26130157,"Hello Travellers,<br />Located on the Gevers Deynootweg, you are only minutes away from the Scheveningen beach. Located nearby restaurants, a gym, the movie theater, Afas Theater and the casino.<br /><br />The beach is right in front of the apartment is only at 2 minutes walking distance.<br /><br />The Studio is has Wifi ,the kitchen is equipped with fridge, HOB and microwave. There is a Flatscreen TV Available. This studio has its private balcony facing the street. <br /><br />Pets are allowed against extra costs<br /><br /><b>The space</b><br />This Studio has a beautiful balcony and view to the street crossing the beach boulevard.<br />It has it own bathroom and small kitchen.<br /><br /><b>Other things to note</b><br />Dear Guest,<br /><br />Please be informed that in Den Hague there is a tourist tax required of €5,35 per person per night. The city tax has be paid at arrival.<br /><br />Pets are allowed but against extra charges of €17.50 always notify us when you are coming with ",192734248,Danisse,83%,85%,"['email', 'phone']",Scheveningen Badplaats,52.1081,4.2773,Entire home/apt,,1 bath,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Paid parking on premises"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Paid parking off premises"", ""Dryer"", ""Stove"", ""Washer"", ""TV"", ""Hair dryer"", ""Beachfront"", ""Patio or balcony"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Long term stays allowed"", ""Hangers""]",$125.00,96
26185196,"Charming specious room with single bed (quality matras) on the first floor. High ceiling with original details and sunny balcony with garden view. Conveniënt computer desk. Fridge on the room and use of microwave. Public transport is around the corner and brings you within minutes to Central Station, TU-Delft, Royal Academy of Art, European Patent Office, Peace Palace, Dutch Parliament, lively entertainment areas in Delft & The Hague and beaches in Kijkduin & Scheveningen.<br /><br /><b>The space</b><br />De room is very light and has a large balcony, with a view to the garden.<br /><br /><b>Other things to note</b><br />No alcohol or drugs on the room.",18578265,Judith & Carlo,100%,80%,"['email', 'phone', 'work_email']",Vlietzoom-West,52.0595,4.34613,Private room,,1.5 shared baths,"[""Hot water"", ""Bed linens"", ""First aid kit"", ""Shampoo"", ""Essentials"", ""Wifi"", ""Microwave"", ""Washer"", ""Heating"", ""Dishes and silverware"", ""Coffee maker"", ""Waterfront"", ""Refrigerator"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Hangers"", ""Dryer"", ""Extra pillows and blankets""]",$58.00,14
26241769,"My spacious and bright apartment (1930) is located near the historic center of Oud-Rijswijk with shops (supermarkets) and restaurants within walking distance. Public transport is located next door (bus) and within walking distance (tram) and takes you in 10 minutes to the center of The Hague or Delft, or in 30 minutes to the beaches of Scheveningen or Kijkduin.<br />The 3 separate bedrooms make this apartment an ideal stay for families.<br /><br /><b>The space</b><br />Although the apartment has been completely renovated, it has retained the original details (stained-glass windows and original sliding doors).<br /><br /><b>Guest access</b><br />Guests have access to the entire property (1st and 2nd floor)",197219630,Niels,100%,100%,"['email', 'phone']",Vlietzoom-West,52.05092,4.33585,Entire home/apt,,1 bath,"[""Hot water"", ""Fast wifi \u2013 171 Mbps"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Washer \u2013\u00a0In unit"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Long term stays allowed"", ""Bathtub"", ""Essentials"", ""Cable TV"", ""Oven"", ""Private patio or balcony"", ""Heating"", ""Smoke alarm"", ""Pocket wifi"", ""Laundromat nearby"", ""Paid street parking off premises"", ""Refrigerator"", ""Ruark R1 Bluetooth sound system"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Lockbox"", ""Cleaning products"", ""Private entrance"", ""Ethernet connection"", ""Wine glasses"", ""Hair dryer"", ""Freezer"", ""Record player"", ""AEG induction stove"", ""High chair"", ""Bed linens"", ""Shampoo"", ""Hot water kettle"", ""Outdoor furniture"", ""TV with standard cable"", ""Toaster"", ""EV charger"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Cleaning before checkout"", ""Hangers"", ""Dining table""]",$92.00,50
26275697,"Heerlijk zonnig appartement met eigen entree en betegelde tuin in moderne woonwijk. <br />3 min. v. supermarkt/winkelcentrum. <br />Ruime woonkmr incl. keuken met vaatwasser, koelkast/vriezer, inductiekoken en oven/magnetron. <br />Luxe badkmr. 2-pers.bed. + stapelbed+ 2-pers. slaapbank -woonkmr<br />Gratis P auto. - 10 min. van Mall of the Netherlands - Fiets & wandelpark Driemanspolder op loopafstand.<br /><br />Centrum & Scheveningen,  Delft, Rotterdam, Amsterdam Schiphol. Makkelijk bereikbaar met auto (A4 & A12).<br /><br /><b>The space</b><br />Een heerlijke zonnige en lichte parterre met een woonkamer/keuken van 10 x 4.50 mtr. Toeristenbelasting van € 5,35 per persoon/per nacht is inbegrepen in de prijs.<br /><br />Er zijn geen drempels in de woning. Aan de woning ligt een riante betegelde tuin met gezellig zitje.<br />In de ruime keuken een koelkast met vriezer, een oven/magnetron, een inductie kookplaat en een vaatwasser.<br />Servies / glaswerk e.d. voor 6 personen<br /><br />",29589289,Lucienne,100%,100%,"['email', 'phone']",De Vissen,52.06531,4.41503,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Crib"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Microwave"", ""Wifi"", ""Essentials"", ""Cable TV"", ""Oven"", ""Nespresso machine"", ""Private patio or balcony"", ""Cleaning before checkout"", ""Smoke alarm"", ""Pocket wifi"", ""Bikes"", ""Refrigerator"", ""Iron"", ""Security cameras on property"", ""Free street parking"", ""Free washer \u2013 In unit"", ""Clothing storage: closet and wardrobe"", ""Pack \u2019n play/Travel crib"", ""Free parking on premises"", ""Stove"", ""Lockbox"", ""HDTV with premium cable, standard cable"", ""Cleaning products"", ""Private entrance"", ""Ethernet connection"", ""Wine glasses"", ""Coffee maker"", ""Hair dryer"", ""Freezer"", ""Private fenced garden or backyard"", ""Ceiling fan"", ""High chair"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Shower gel"", ""Board games"", ""Outlet covers"", ""Body soap"", ""Outdoor furniture"", ""Toaster"", ""Single level home"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers"", ""Conditioner"", ""Dining table"", ""Central heating""]",$130.00,84
26324095,"The interior is light, functional and has a beachstyle feeling. We are located in a close proximity to all of Scheveningen's attractions. Including an only 2 minutes walk from the boulevard and the beach! In case you want to go to the city center of The Hague, you can take tram line number 1,  which will bring you through a scenic route passed the world forum and the peace palace, within 12 minutes.  With tram line number 9 you can also go to the city center or to miniature city Madurodam.<br /><br /><b>The space</b><br />The apartment is completely yours as the space is seperated from the owners. It is new spacious, and bright. You can sit outside in the backyard or can get some more fresh (sea)air if you walk up the street.<br /><br /><b>Guest access</b><br />You will have your own entrance, two keys, a kitchen, livingroom, bedroom, bathroom and a seperate toilet. The sofa in the livingroom can be changed into a double sized bed.<br /><br /><b>Other things to note</b><br />You have t",196734313,Carla,100%,94%,"['email', 'phone']",Scheveningen Badplaats,52.11065,4.27813,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Waterfront"", ""Crib"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Cable TV"", ""Oven"", ""Outdoor dining area"", ""Private patio or balcony"", ""Laundromat nearby"", ""Clothing storage: wardrobe"", ""Refrigerator"", ""Free street parking"", ""Free washer \u2013 In unit"", ""Children\u2019s dinnerware"", ""Pack \u2019n play/Travel crib"", ""Stove"", ""Cleaning products"", ""Private entrance"", ""Wine glasses"", ""Changing table"", ""Coffee maker"", ""Hair dryer"", ""Beachfront"", ""High chair"", ""Bed linens"", ""First aid kit"", ""Hot water kettle"", ""Host greets you"", ""Shower gel"", ""Board games"", ""Outdoor furniture"", ""Backyard"", ""TV with standard cable"", ""Toaster"", ""Single level home"", ""Dishwasher"", ""Portable fans"", ""Dining table"", ""Hangers"", ""Children\u2019s books and toys"", ""Central heating""]",$135.00,146
26629823,"Het huis is gelegen vlakbij Scheveningen en de dynamische stad Den Haag. Op loopafstand van het Strand, World Forum,  OPCW, Europol, het prachtige Gemeentemuseum en Madurodam. Met bus lijn 28 van CS naar halte World Forum. Dan is het 3 minuten lopen naar mij. Binnen tien minuten bent u op het Scheveningse strand of in de stad. Het huis ligt in het rustgevende en heerlijke Statenkwartier en heeft een met andere huurders een gedeelde, royale heerlijke badkamer. Vrij parkeren op zes minuten lopen.<br /><br /><b>License number</b><br />0518 2A6F C1B8 DC7B FEF4",89688606,Irene,100%,100%,"['email', 'phone']",Statenkwartier,52.09635,4.28276,Private room,,1.5 shared baths,"[""Hot water"", ""Dedicated workspace"", ""Dishes and silverware"", ""Building staff"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Wifi"", ""Heating"", ""Smoke alarm"", ""Iron"", ""Paid parking off premises"", ""Lock on bedroom door"", ""Coffee maker"", ""Hair dryer"", ""Private fenced garden or backyard"", ""Beachfront"", ""Bed linens"", ""First aid kit"", ""EV charger"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers""]",$69.00,73
